Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
864,0.0,3.0,1.678082191780822,0.30993947042464187,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.444444444444445,5.0,6.304347826086957,1.5,3.0,1.0,3.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0340184266477674,5.0,0.0,0.0,1.878887070376432,1.0,4.0,1.0,4.0,1.709724847721067,0.0,0.0,1.53353428786737,3.333333333333333,0.0,2.5,0.0,3.75,3.333333333333333,3.0,3.076923076923077,6.0,0.0,4.0,1.0,2.051282051282051,2.0,2.0,4.516129032258064,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.454545454545454,7.5,8.0,4.0,132500.0
875,1.7647058823529413,4.0,1.0616438356164384,0.20659515295987285,1.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,0.0,2.0,0.0,0.0,4.444444444444445,6.25,5.0,0.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,2.893835616438356,1.106382978723404,1.0,0.0,1.0,4.0,0.7183364839319472,2.2033898305084745,0.0,1.501507159005275,0.0,0.0,2.5,5.0,3.75,3.333333333333333,3.0,2.307692307692308,6.0,0.0,2.0,5.0,1.4743589743589745,2.0,2.0,1.3440860215053763,4.0,4.0,2.0,0.18258426966292135,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.363636363636363,7.5,8.0,0.0,66500.0
1449,1.7647058823529413,3.0,1.678082191780822,0.4892378882423053,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,5.0,3.333333333333333,7.5,2.753623188405797,8.333333333333334,1.0,1.0,8.0,6.0,2.0,0.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,0.0,5.0,0.0,2.3972602739726026,0.9165302782324058,1.0,2.0,0.0,4.0,0.9703843730308759,2.663438256658596,0.0,1.9065561416729464,0.0,0.0,2.5,5.0,2.5,3.333333333333333,3.0,3.076923076923077,3.0,0.0,2.0,5.0,1.762820512820513,2.0,2.0,2.5806451612903225,1.0,4.0,2.0,1.1797752808988764,0.3234501347708895,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.6363636363636367,2.5,8.0,4.0,112000.0
1426,0.0,3.0,2.0205479452054793,0.44034681810745757,1.0,0.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.555555555555555,6.25,6.304347826086957,1.5,3.0,1.0,6.0,6.0,3.0,1.51875,2.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,5.35958904109589,2.049099836333879,1.0,0.0,1.0,4.0,1.9281663516068055,0.0,0.0,1.7294649585531274,0.0,0.0,2.5,0.0,3.75,3.333333333333333,2.0,3.8461538461538463,6.0,0.0,2.0,5.0,2.0833333333333335,2.0,4.0,3.548387096774194,4.0,4.0,2.0,0.0,0.5256064690026954,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.181818181818182,5.0,8.0,4.0,142000.0
992,2.9411764705882355,4.0,3.4246575342465753,0.7651966626936829,1.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,5.0,7.777777777777778,10.0,0.7246376811594203,6.0,1.0,1.0,13.0,14.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,0.3827072997873848,5.0,0.0,2.996575342465753,1.4991816693944355,1.0,2.0,1.0,4.0,1.2224322621298047,4.0,0.0,2.6525998492840994,0.0,0.0,2.5,5.0,5.0,3.333333333333333,2.0,4.615384615384616,6.0,2.5,2.0,1.0,0.9615384615384616,2.0,4.0,2.849462365591398,4.0,4.0,1.0,0.0,2.2776280323450133,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,9.09090909090909,7.5,8.0,4.0,168000.0
1109,2.3529411764705883,3.0,1.4318493150684939,0.3161092804225385,1.0,0.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,5.555555555555555,5.0,9.27536231884058,8.333333333333334,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,3.955479452054795,1.5122749590834696,1.0,0.0,1.0,4.0,1.2896450325561857,3.593220338983051,0.0,2.5546345139412208,0.0,0.0,5.0,5.0,3.75,3.333333333333333,3.0,3.8461538461538463,6.0,2.5,4.0,1.0,3.365384615384616,1.0,4.0,3.111559139784946,4.0,4.0,2.0,0.702247191011236,0.646900269541779,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,9.09090909090909,2.5,8.0,0.0,181000.0
617,2.3529411764705883,3.0,1.4260273972602742,0.3066676014863633,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,5.555555555555555,5.0,9.420289855072463,8.833333333333332,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,0.8097094259390503,5.0,0.0,1.3955479452054795,1.2815057283142388,1.0,0.0,1.0,4.0,0.9934887628649443,3.3995157384987893,0.0,2.2136397889977393,3.333333333333333,0.0,5.0,5.0,3.75,3.333333333333333,2.0,3.8461538461538463,6.0,2.5,2.0,1.0,3.4294871794871797,0.0,4.0,2.6411290322580645,4.0,4.0,2.0,0.702247191011236,1.0107816711590296,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.545454545454545,0.0,8.0,4.0,183200.0
611,2.3529411764705883,3.0,2.2585616438356166,0.4557246021173666,1.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,4.0,2.0,0.0,5.0,8.88888888888889,5.0,9.27536231884058,8.333333333333334,3.0,1.0,12.0,13.0,1.0,1.275,2.0,4.0,2.0,0.0,3.0,2.0,2.0,1.6017009213323885,5.0,0.0,2.2945205479452055,2.3567921440261865,1.0,0.0,1.0,4.0,2.3986557445914727,3.278450363196126,0.0,3.42690278824416,3.333333333333333,0.0,5.0,5.0,3.75,3.333333333333333,0.0,4.615384615384616,6.0,5.0,0.0,1.0,3.365384615384616,0.0,6.0,4.946236559139785,4.0,4.0,2.0,1.776685393258427,1.9137466307277629,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.6363636363636367,7.5,8.0,4.0,313000.0
1034,0.0,3.0,1.7571917808219177,0.3190072214821566,1.0,0.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.666666666666666,5.0,9.420289855072463,8.666666666666668,1.0,1.0,12.0,13.0,3.0,1.84375,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1.7469879518072289,5.0,0.0,2.85958904109589,2.7070376432078556,1.0,0.0,1.0,4.0,2.772526780088217,0.0,0.0,2.486812358703843,3.333333333333333,0.0,5.0,0.0,3.75,3.333333333333333,2.0,3.076923076923077,6.0,0.0,2.0,1.0,3.4294871794871797,2.0,6.0,6.048387096774194,4.0,4.0,2.0,0.0,1.8328840970350404,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.9090909090909092,0.0,8.0,4.0,230000.0
263,3.5294117647058827,3.0,2.2945205479452055,0.33517960223421905,1.0,1.0,0.0,3.0,0.0,0.0,0.0,19.0,2.0,2.0,0.0,7.0,5.555555555555555,7.5,7.608695652173914,7.5,1.0,1.0,6.0,10.0,1.0,0.28750000000000003,3.0,4.0,1.0,2.0,1.0,0.0,0.0,0.8965272856130404,5.0,0.0,0.0,0.828150572831424,1.0,4.0,1.0,4.0,1.8441503885738288,0.0,0.0,1.6541070082893743,3.333333333333333,0.0,2.5,0.0,3.75,3.333333333333333,3.0,3.076923076923077,6.0,2.5,4.0,1.0,2.66025641025641,2.0,4.0,3.3064516129032255,4.0,4.0,2.0,2.050561797752809,0.16172506738544476,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.454545454545454,0.0,8.0,4.0,151000.0
